,Rating,Title,Review,Review_Date
1349,3.0,Camera is bad . Not a bright phone,I upgraded thinking will get good camera. Phone itself is low light dull ap as camera. Not looks bright and shiney,Reviewed in India 🇮🇳 on 8 January 2023
1350,5.0,Processor is too smooth in operating,It's a review after using 2 month useProcessor working is too good I'm not face any hanging problem so farCamera - selfie is amezing but rear camera need some improvement ( but not bad) so it's rating like 4 starBattery charging so rapidly but it's battery is a 4500amh so it's also need upgradeIn display fingerprint makes it so premium and it's working is so intenseAnd a major plus point it's OnePlus so never Settle 😍Good bye/radhe radhe 🙏,23 November 2022
1351,4.0,Overall good in this price,Good 👍,23 November 2022
1352,4.0,Nice phone,குறைந்த விலை தரமான போன்,18 November 2022
1353,5.0,Nice product 👌👌,Nice product,17 February 2023
1354,4.0,Good mobile,Battery life is good,20 November 2022
1355,4.0,Nice product,Nice product for budget,18 November 2022
1356,4.0,Overall good,Camera,25 November 2022
1357,4.0,Amazing,"Very good , fast phone",18 November 2022
1358,5.0,Excellent,Nice,18 February 2023
1359,4.0,Good product,Good,24 November 2022
1360,4.0,Ok,Super,Reviewed in India 🇮🇳 on 25 November 2022
1361,3.0,Nice,"The media could not be loaded.
                



 Over all good",Reviewed in India 🇮🇳 on 29 January 2023
1362,4.0,average,all is ok but i didn't get the back panel micro camera glass.,Reviewed in India 🇮🇳 on 9 November 2022
1363,5.0,Best phone value for money,Best gaming experience best camera design is ok but everything is good and ui is great battery life good 33. Warts is also safe and medium buy it in 19.999,Reviewed in India 🇮🇳 on 14 January 2023
1364,4.0,very good,Like,Reviewed in India 🇮🇳 on 21 November 2022
1365,2.0,Display quality and Camera is not good.,Display quality and Camera is not satisfactory.Not recommended,Reviewed in India 🇮🇳 on 30 April 2023
1366,4.0,Light weight & comfortable phone,,Reviewed in India 🇮🇳 on 24 November 2022
1367,4.0,OnePlus,OnePlus wonderful mobile...,Reviewed in India 🇮🇳 on 20 November 2022
1368,4.0,Ok ok,Kabhi kabhi call ki ring aati hai but dikhti nahi . Choti choti problem hai.,Reviewed in India 🇮🇳 on 5 November 2022
1369,4.0,It's overall it is super☺️,☺️☺️☺️☺️,Reviewed in India 🇮🇳 on 22 November 2022
1370,4.0,All good in that budget,Good purchase,Reviewed in India 🇮🇳 on 20 November 2022
1371,3.0,Camera quality is very bad,Camera is what I didn't like it's worst,Reviewed in India 🇮🇳 on 13 January 2023
1372,4.0,Everything good only camera quality bad,Perfomance super and remaining all features good.camera quality very very bad 😞,Reviewed in India 🇮🇳 on 6 November 2022
1373,2.0,OnePlus has lost it,"Well it is my first onePlus smartphone, had really good expectations, as my friend had the one plus and he couldn't stop bragging about it. To be honest his was a good purchase. Mine didn't turn out as i had expected. Issues that I faced were and some are in ""are"" category1. At times heats up while charging2. Heated up while playing a game especially ""rocket league"". Had to uninstall it3. The pro game mode makes no difference, the frame rate doesn't appear and isn't 60fps (even if i load the 90fps from sys settings)4. At times the finger sensor doesn't show up and i have to do the unlocking using the pin code only.5. Sometimes when I open up a website and zoom in on any picture, then it becomes a task to zoom it out or sometimes even scrolling becomes a big no. And i have to reload the webpage to zoom out from it.6. Oh! Last but not the least, the macro camera is the worst, i love taking macro shots and when I saw its camera well you can guess how mad i would have gotten.Not to leave the pros though1. Battery backup is ok. But not that good, but i can live with that.2. Touch is smooth.3. Display is good, Amoled is fun.",Reviewed in India 🇮🇳 on 26 December 2022
1374,5.0,Best mobile Under Twenty Thousand. All the features are fabulous 😍..Worth buying,It's 10/10 for Camera and Battery but 8.5/10 for fingerprint reader.,Reviewed in India 🇮🇳 on 10 February 2023
1375,4.0,Good,Good,Reviewed in India 🇮🇳 on 24 November 2022
1376,5.0,Good,"The media could not be loaded.
                



 Good👍👍👍👍👍👍",Reviewed in India 🇮🇳 on 7 March 2023
1377,4.0,Nice,Nice,Reviewed in India 🇮🇳 on 25 November 2022
1378,5.0,Good,All good but  so many people bad comments but  seller is good kindly purchase this seller no problem all nice,Reviewed in India 🇮🇳 on 27 January 2023
1379,4.0,Nice product,Must buy premium phone of OnePlus if you can afford not the cheaper one. It is good to use brand power in lower price.,Reviewed in India 🇮🇳 on 23 October 2022
1380,4.0,Fon is good quality and canara best quality,I am so very happy with this phone,Reviewed in India 🇮🇳 on 9 November 2022
1381,5.0,Absolutely Fantastic Phone,"Here are some important points that I noticed about the smartphone :1. Best Operating system after iPhone so you and ur data is safe. Those who do all their banking transactions through mobile, understand it's need. Plus 3 years security update. That's really great thing.2. Camera is good enough. Sharp and zoom is really good.3. AMOLED display is amazing. Difference noticed while watching movies on Amazon Prime, Netflix etc. It's super.4. No DTS however phone sound is quite loud. Can take calls on loudspeaker without any issue.5. No complaint in speed. I don't play games however tried and it did not disappoint me.6. No heating issue. Heats little bit while charging and it's obvious as it's 120 W, I believe. Charges mobile to 40% in just 10-15 minutes...7. 2 years warranty. Seems like company is pretty sure, it won't brake down.Conclusion: at this cost getting best OS and happy with that. Rest are not so important for me however phone did well on all areas.I am thankful to the seller for providing me the phone in best condition and I thank Amazon for free and fast delivery.",Reviewed in India 🇮🇳 on 16 June 2022
1382,2.0,Product mostly getting hanged,Don't buy this phone quality and performance are absolutely worst. You will get better phones under the same range,Reviewed in India 🇮🇳 on 23 April 2023
1383,4.0,It's nice,"Camera is so good n very fast phone back look is awesomemost important thing is the phone has dedicated memory card slot ,3.5 audio jack I think this is the first one plus phone which has the dedicated slot for memory cardBattery backup is ok because  65w charger u can charge ur phone frm 50-100% in just 15 minsVery smooth touchInternet connectivity is also fast n lightning wit my Jio sim as u can c I hav pasted oneI think oneplus launched this phone with lots of good featuresI recommendJust go for it",Reviewed in India 🇮🇳 on 6 May 2022
1384,4.0,Camera and finger print very poor,Camera and finger print very poor,Reviewed in India 🇮🇳 on 18 November 2022
1385,4.0,Cannot use the chargee,"The media could not be loaded.
                



 The charger is not fitting to the power sockets. When i am trying to plug in it desturbs the switch, so literally I couldnt charge my phone till now. Please tell me a way to charge the phone. Can I use charger of another brands????",Reviewed in India 🇮🇳 on 1 October 2022
1386,4.0,Overall deal positive but touch sensors are very less receptive,"Phone is a good package deal. I am facing trouble with touch sensors, u literally had to sit through for an hour for impression registration even after which it couldn't fetch all required details. Kindly work on this. Camera quality average but processor there's no complaint ofcourse since it's from OnePlus",Reviewed in India 🇮🇳 on 25 September 2022
1387,4.0,Is a good phone,All are best  features in this range.,Reviewed in India 🇮🇳 on 14 November 2022
1388,3.0,Waste of money 💸,Waste of money 💸,Reviewed in India 🇮🇳 on 18 January 2023
1389,4.0,Budget affordable,Quality,Reviewed in India 🇮🇳 on 20 November 2022
1390,5.0,Phone is too good in this price segment,OnePlus is a brand in smartphones. Some features which I feel low than my expectations are camera quality and battery life but in this price segment it's upto mark. The phone's screen and smoothness is next level. It is a best phone in this price.,31 December 2022
1391,4.0,Good phone,"Phone is good except camera quality, although not too bad camera but still not the best. Rest all things are excellent. Phone is light weight, smooth performance, fingerprint sensor, face lock works excellent, quick charging with 65W charger, never hang. Performance is excellent.",12 October 2022
1392,4.0,Good,Excellent mobile,21 November 2022
1393,4.0,Best smartphone in this range,Best smart phone in this range,16 November 2022
1394,3.0,It's ok,It's okay,19 January 2023
1395,3.0,An average phone forthe price!,"Not as good as people or the sellers claim and the hype created around Oneplus brand! It is just an average ""me too"" type of phone. Its fingerprint reader sometimes doesn' work and alternate ways are to be tried.  Battery is the only plus point. Camera is just like any other 15K camera (Though at 25K you expect a better camera!). Too many boring compulsory onscreen Apps. Unnecessary two onscreen clocks neither you could delete. Overall a medium camera. 2 1/2 stars.",26 November 2022
1396,3.0,Good!,Overall ok,18 January 2023
1397,5.0,Thik thak hai!,Better but not the best in the segment.,10 February 2023
1398,4.0,Ek no,V good product,23 November 2022
1399,4.0,Good,Good mobile,16 November 2022
1400,4.0,Most beautiful and most bajetfull this price,Nice,18 November 2022
1401,5.0,Amazing at this price!,"I cannot praise this phone enough for such performance at this price range. I was considering yo buy iPhone SE but then I saw a OnePlus phone at 18,999 which was a bit odd to me. So I researched about the phone and turns out this is the best budget friendly phone you can buy!! Absolutely stunning camera, Oxygen OS optimises the apps to perfectly that background apps don't drain your battery. It charges fast and you can just charge it 30mins in the morning before you leave for college or work and it'd be at 100% . I'll be uploading a few pictures taken from this device just to show the camera's brilliance. At this price, I'd suggest that it's totally worth it to buy this OnePlus device and not go for other brands.",8 September 2022
1402,3.0,Bad camera quality,Waste of money.,22 January 2023
1403,4.0,Good,Good,18 November 2022
1404,4.0,Great smart phone under this price,Camera is awesome,21 November 2022
1405,4.0,excellent so far,Good experience till date.,21 November 2022
1406,4.0,Design & color,All is good,23 November 2022
1407,4.0,Camera can be more good at this price😅.,,22 November 2022
1408,5.0,Good,6 month free Spotify link????,13 February 2023
1409,3.0,Let's Hope for best prepare for worst,I always wanted to buy this one plus nord series.Major concern--After purchasing it I found lots of negative reviews mostly after updating it into Android 12 version green grid lines appear on display. I will stick to Android 11 without updating the system (Really Don't know which system update cause damage to phone) lets see how many months I can survive. I will update my review on quaterly basis.1) camera is good...ohhh come on...what do you expect...investing 22k and getting camera like iphone...be practical.2) i am writting this one after 2 days of use which nothing....If I update something good after 2 years you can consider this phone....LOL,8 October 2022
1410,4.0,This range mobile good,This range mobile is good but some time hanging problem on this device,5 November 2022
1411,4.0,Nord is good,Nord is good phone I got this phone in offer.I like it.I switch from mi note10 pro MaxI like miui experience is more better and more better camera quality.Overall 8/10,13 October 2022
1412,4.0,Mobile is best,Need to upgrade the battery lifeMobile is best nord ce 2Small disadvantage is  battery backup and mono speaker,25 October 2022
1413,4.0,Overall good,Pros1. Superfast charging2. No glitches while using the phone3. Good display4. Light weightCons1. Camera okay. Not very good.2. Sometimes it gets heated up. But it's mild3. Single speaker. But loud.Overall it's not a topnotch phone but it's a good if are not a very very heavy user or a serious game enthusiastic.I am finding the phone quite decent,8 September 2022
1414,5.0,Very Good,"Under 20,000 best budget phone.",15 February 2023
1415,4.0,Reasonable at this price,"Phone is quite good at the price of Rs. 17,500 (after bank discount).",2 November 2022
1416,4.0,Best wishes,Nice 1Plus,16 November 2022
1417,4.0,Very Nice Phone,Nice Mobile Launch on this price,17 November 2022
1418,4.0,Flash light is very low.,Updated version is not available in this phone. upgrade flash light so we can take clearly pics during at night .,26 October 2022
1419,4.0,Excellent product,"Writing review after 30 days of use. Overall performance is very good and I am happy to opt it. Some of my observations are:1. Battery life - very good.2. Heating of phone while long use- almost no heating issues.3. Performance - very fast, as it has 8GB of RAM.4. Camera - very good. Lots of feature. You need to select right feature for right click.5. Internal memory - 128 GB, no option for 256 GB.Thanks to OnePlus team and Amazon.",19 July 2022
1420,2.0,This mobile is not worth for money,This mobile is not working properly. Mobile data is work very slow I'm disappointed with this,22 April 2023
1421,5.0,"Software very fast, camera quality good",Owsom phone and great features,12 February 2023
1422,5.0,Emi,Very good phone,15 February 2023
1423,4.0,Totally good,"Storage and cam also very good, nice features, iam statisfid,But delivery person is very bad,late delivery, he talking too much, please second time do not send him again",20 October 2022
1424,5.0,Very nice product,Very nice product,14 February 2023
1425,5.0,Good 👍,,14 February 2023
1426,5.0,One plus phone,I'm happy with my product,13 February 2023
1427,5.0,Good,Excellent product,16 February 2023
1428,4.0,Battery is good,"Camera clarity is not good compare to realme mobiles, previously I'm using realme mobile, realme only good for compare to OnePlus.",25 October 2022
1429,5.0,Fast changing,Good phone,16 February 2023
1430,4.0,About Finger Print Sensor,Simetimes the finger print senor is not working properly that's a major problem for this mobile phone,28 October 2022
1431,5.0,Good,Very best,15 February 2023
1432,5.0,Good,Nice quality,16 February 2023
1433,4.0,Nice phone,Very nice phone. Battery last for full day once charged. Camera quality is good. Worth for money,26 October 2022
1434,4.0,Picture quality is good,Battery backup is good. Camera quality is good 👍. I like the product 👍.,4 November 2022
1435,4.0,Nice product,"The media could not be loaded.
                



 Nice mobile",12 November 2022
1436,5.0,Awesome phone loved it,,15 February 2023
1437,5.0,Best phone ever,Best phone,14 February 2023
1438,5.0,Very nice looking,Very good,13 February 2023
1439,5.0,Best phone,Nice phone,16 February 2023
1440,4.0,phone is overall very good except sound quality.,"phone is very good, delivery is very good, features are very good, charging also very good ,video quality is very good when compared to other phones. it is amazing. except sound quality. and i noticed  it is not satisfactory & vibrating for sounds on  backside . i d'not know whether it is my piece fault or it is phone original structure. i put for replacement , then they send technician .he re commended for replacement if i am not satisfied.but they did not clarify for the replacement and put  file a claim for refund.but any way i don't want to take refund even if they do not replace the item as i liked the phone  performance except sound.",Reviewed in India 🇮🇳 on 1 March 2022
1441,2.0,Videos,Cannot take videos on this phone. Some defect.  Even Whatsapp video calling is not working,Reviewed in India 🇮🇳 on 23 April 2023
1442,4.0,Iam very upset,Everything is Allright about the mobile but after buying the phone exactly on the 4th day in my hands automatically mobile goes blank and not turned on till nowNobody has reached to collect the phone till now,Reviewed in India 🇮🇳 on 7 October 2022
1443,5.0,One plus nord ce 2 lite,Nice product,Reviewed in India 🇮🇳 on 13 February 2023
1444,4.0,Budget smartphone,"Other brands can give you more function, speed, camera quality than one plus nord 2ce in this budget",Reviewed in India 🇮🇳 on 25 October 2022
1445,5.0,Affordable and good,Earlier I was skeptical whether to buy this phone or the other one plus phone but it after using it it feels good. It has great features and it is affordable as well.,Reviewed in India 🇮🇳 on 7 January 2023
1446,3.0,Oppoplus not a worth buy,OnePlus software is worst I think cause sometimes incoming call is restricted automatically.One more issues with 1+ that is outgoing call is not get in 1st time receiver voice or own voice is lagged.Battery is draining too fast.Now I am faced a lot of issues with network and it is not fixed many important call I can't receive due to device major software issues.,Reviewed in India 🇮🇳 on 23 November 2022
1447,2.0,Good,খুব ভালো ছবি তলা যায়কিন্তু কল রেকর্ডিং করতে গেলে আলাদা ভাবেসুইচ করতে হয় ।। অল কল রেকর্ডিং নেই,Reviewed in India 🇮🇳 on 14 April 2023
1448,5.0,I like one plus phone,Camera quality is very nice 😌 and battery backup is very good ☺️,Reviewed in India 🇮🇳 on 2 February 2023
1449,5.0,Fantastic design phone 🤳,Ceamra 64 megapixels amezingCharging is very fastLook very light wait,Reviewed in India 🇮🇳 on 4 February 2023
1450,5.0,Excellent,"I loved these mobile phone contain good quality of camera with smooth touch screen.Battery quality is very nice & charged full battery within half hour, very thin pic & looks very attractive.Guys must purchase it.",Reviewed in India 🇮🇳 on 8 January 2023
1451,4.0,Overall good 👍,"One plus Nord CE 2 lite is good till now have been using since some days0% - 100% charging 1 hr 35 min pretty goodStand by moderate use 1 dayCamera looks good avg pic size 4MB21GB system occupied spaceAll good well you'll be satisfied with one plus more better UI as compared with Samsung , pocoAmazon delivery was been too late it took almost 8 days to get delivered although being an prime memberPackage was damaged was been little worried but mobile box was safe",Reviewed in India 🇮🇳 on 31 July 2022
1452,4.0,All over good,Fingerprint reader is requre to improve,Reviewed in India 🇮🇳 on 10 November 2022
1453,4.0,Good battery and camera quality also perfect,Could have been in display fingerprint censor,Reviewed in India 🇮🇳 on 10 November 2022
1454,4.0,Osm,Osm but futures less,Reviewed in India 🇮🇳 on 15 November 2022
1455,2.0,❌Amoled display❌,Every thing is ok but amoled display need it... because this prize range absolutely worth it(amoled display)..... otherwise everything is ok,Reviewed in India 🇮🇳 on 14 April 2023
1456,4.0,Good,I like this products,Reviewed in India 🇮🇳 on 13 November 2022
1457,4.0,Cemara,Camara clarity is not good,Reviewed in India 🇮🇳 on 11 November 2022
1458,5.0,Excellent for any person gift,Good .....Any friends family best for gifted..,Reviewed in India 🇮🇳 on 10 February 2023
1459,2.0,Do new phones come with tempered glass on them?,Received the phone with the tempered glass already on it which makes me suspicious of the phone to be a second hand.,Reviewed in India 🇮🇳 on 12 April 2023
1460,4.0,Ho,GoodNice,Reviewed in India 🇮🇳 on 12 November 2022
1461,5.0,Great deal in this range🫂💞,Satisfying....,Reviewed in India 🇮🇳 on 14 February 2023
1462,4.0,Good Battery life with 65w charger,Camera can be much better,Reviewed in India 🇮🇳 on 11 November 2022
1463,4.0,Camera quality is low as compared to brand,It’s give you comfort,Reviewed in India 🇮🇳 on 15 November 2022
1464,5.0,Nice phone,Overall it's good,Reviewed in India 🇮🇳 on 14 February 2023
1465,4.0,Decent phone from premium brand,"Not the best in the segment but good enough considering one plus phone.Pros: Awesome display, Smooth performance, Really fast charging( 15 to 100 in 25 min), Decent battery backup, Blue colour looks premium and beautiful.Cons: Camera Good but not the best in the segment, Sound quality average, Not really a gaming phone, No alert slider.",Reviewed in India 🇮🇳 on 4 September 2022
1466,4.0,Very nice camera,Battery goodCamera 🤳 nice,Reviewed in India 🇮🇳 on 9 November 2022
1467,5.0,Good smart phone,,Reviewed in India 🇮🇳 on 15 February 2023
1468,4.0,It's a classic nice smartphone,( Please read it till end )Reviewing after 1 week useCamera : Good experienceDisplay : Good ExperienceBattery : Not very well but okk okkk typeProcessor : Very Good ExperienceAudio : Okkk typeVery smooth display it's feel like butter when I scroll. It's definitely a great choice to purchase this smartphone.But I suggest you to go for Samsung Galaxy M32 5G in same price because that's much better than one plus Nord ce 2 lite in everything in display in camera in processor in battery backup almost in everything.,Reviewed in India 🇮🇳 on 22 August 2022
1469,4.0,Good phone,Good phone in this price range,Reviewed in India 🇮🇳 on 9 November 2022
1470,4.0,फोन हैंग बहुत करता है।,हैंग की समस्या है। I think samsung is best option.....,6 November 2022
1471,3.0,"Very slow phone...nd hanging , didn't hav it ove a month",Very slow phone..hanging up...the brand is absolutelyNot up to my expectations..very disappointed,9 January 2023
1472,3.0,Average quality phone,Camera - averageTouch screen - below avgBattery - goodCharging time- goodPhone freezes sometimes. Also the refresh rate is not providing the optimum performance as per the specifications,28 December 2022
1473,5.0,Good,Good,17 February 2023
1474,3.0,Recommended for Bug n spam free OS experience.,"Actually the rating is three and half stars. Since there's no provision for half star so I've rated it Three! Especially recommended to those who haven't experienced the OnePlus' Oxygen OS so far. For the uninitiated, Oxygen OS provides the bloatware-free OS. Closer to near stock Android.  No spammy notifications like Xiaomi or even Samsung nowadays. Mostly bug-free. The interface is neat.Battery is awesome. Easily lasts whole day with moderate to heavy usage.Camera is just above average.Display is great though it's LCD. Since it's LCD so obviously there's no in-screen fingerprint scanner. It's embedded with physical power button. So people looking for in-screen fingerprint scanner might feel disappointed.Sometimes screen remains dark and unresponsive despite ringing which can be resolved with new S/W patch provided OP deems it worthy to address. Obviously it can't be compared with it's more expensive cousins but overall a nice big phone and the best in this price range. Definitely worth a try, especially if you haven't used Oxygen. For the rest, be adventurous, try something new if you can, otherwise it's always a safe bet.",24 June 2022
1475,4.0,Good as expected,Good as expected,11 November 2022
1476,4.0,Valueable phone under 25k,"Finger print sensor is too fast, battery back up are not up to the mark, battery lasts at 20-24 hour for mild use not for heavy use.Camera quality is best, it beautifully captures nature scenery even in night without night mode.Looks are awesome, it feels premium in hand with glass appearance.Overall ,it is a best phone in this price segment.If looks and camera are your priority then, must go for it.",30 July 2022
1477,4.0,Battery back up is less than 12 hours,"Those who use internet, frequently don't go for this product. Battery backup  only comes for 10 to 12 hrs.",25 October 2022
1478,5.0,Oneplus nord ce2,Very good product I brought from Amazon excellent one *****,6 February 2023
1479,4.0,Good,All items are there in the box. but I didn't swith on  mobile because i have to give this to someone as a gift.. So after 2 days i will record another video while switching on phone. Incase if mobile has any problem i will upload that video,23 September 2022
1480,4.0,BRAND VALUE,"we could not judge a phone on 5 to 6 days used, as initially  i feel that the 1 plus nord CE2 having good features & its really feel smooth during handling , & having feel brand value too..but i expected that after 1 yr or onward the phone should have same consistency too... at that time we can say that brand value are trustworthy...because we have also pay same for that comparing to other branded phone.. but now overall is amazing lets see onward...",4 June 2022
1481,4.0,Mobile is pretty good.,"Looking good as per my personal experience.I am first time using OnePlus, so may be few things will be known to you.Pro -UI ExcellentDisplay GoodSound effectCalling sound audio excellentCamera Excellent as per price.Speed and overall function is goodNo heating issueCons : -• Battery Drain a little faster, personal advice to keep in battery saving mode for longer backup.• Most irritating thing with this is Contacts doesn't have display only contact with Number. So once you will syn with Google contacts, you will see email id as well in your contact.• Initial phone comes with Back cover, but that is not too much fruitful.",27 February 2022
1482,4.0,Camera,Front camera is below average except of that everything is fabulous 😍 if brand value matters for you then go for it 👍,22 October 2022
1483,4.0,Not a camera phone and shines like realme,"Phone is no doubt smooth but after a month usage i think the camera is really absurd, night pictures are worst, my friend is using note 10 pro and its camera is really well but don't go with that bcs you will not like its UI... I will suggest that raise your budget and buy 1+ nord 2.... My phone attracts people bcs it shines a lot so i need to laminate it with blur transparent covering..  battery is good and audio quality is amazing",4 June 2022
1484,5.0,Very nice phone,One plus Nord ce 2 lite mobile best battery & camera & display smooth all features very best .... I am happy,24 January 2023
1485,4.0,Battery backup not good,Battery backup only one day more good,8 November 2022
1486,5.0,look,its very good looking phone and its battery's life is awesome and camera quality is best to pic the pictures.,26 January 2023
1487,4.0,Value for money mobile,"Good value for money product, but please don’t expect the same camera quality as premium models of one plus.",16 October 2022
1488,4.0,1+ is brand u can trust.,"Sometimes Speaker activated during call, or sometime video call activated otherwise phone is very good",25 October 2022
1489,5.0,Good phone nice camera,Nice budget phone from one plus. Good camera front and back. Good battery backup. Look is awesome. Some software issues. But overall its good.,17 January 2023
1490,4.0,Review about one plus Nord CE 2 lite,It's good product but defect is theres no side button like as previous mobiles. I didn't play games in this mobile.so for me it's good. I bought for only Camera and battery backup that's it,1 October 2022
1491,4.0,Nice product,Camera quality is ok.Fingerprint is reader is little slow.Battery life will be known after a full day use.,17 October 2022
1492,5.0,mobile,overall good as oneplus is always deliver awesome mobile,7 February 2023
1493,5.0,Best phone @this price,"Couldn't have asked for a better phone at this price, the best part is oxygen OS and the hardware, which looks similar stock Android, with no bloatwares .",15 January 2023
1494,3.0,Camera quality very poor,"The product doesn't meet as brand name ,just like an ordinary phone  camera quality is  poor not  value for money and brand",25 December 2022
1495,5.0,good product,good,18 February 2023
1496,4.0,budget smart phone,"very good phone in range 15000-20000, decent full day battery I have never played game on this phone, just casual use watching movie, listening songs, social media n all. System UI is very good, Processor is also very good, it performs without glitches, Camera is okok you will get nice picture, night mode is also very good. overall it's value for money.",31 August 2022
1497,4.0,Except some lagging in between,I like the product at this price range. It lags sometimes. Not recommeded for heavy users. Very good battery backup. It lasts more than a day.,13 October 2022
1498,4.0,Good product..,I have use it for 2 week and did not find any issue so far..Worth to buy it.,29 October 2022
1499,3.0,Bast phone,Vest phone,16 January 2023
1500,5.0,It's brand value phone.,"Still, It's maintain itself brand name i.e. OnePlus.After 7 Days used, I am writing features about this OnePlus nord ce 2 5g.1.Value for money.2.Best camera front and rear both.3.I also like it's amoled display.4.It's also contains AOD features.5.Best display.6.It's feeling similarly iPhone.7. Lightweight i.e. onehandy.But battery is 4500 mah if battery is 5000mah so it's good. But I am happy with this charger that is 65 watt. it's full battery under 30 to 40 minutes.",Reviewed in India 🇮🇳 on 30 October 2022
1501,4.0,Good for the price,"Got the delivery in time and legit products without any damage, the phone is good as compared to others in the same price range.",Reviewed in India 🇮🇳 on 11 October 2022
1502,5.0,Good,OnePlus Nord CE 2 5G Good,Reviewed in India 🇮🇳 on 7 February 2023
1503,4.0,Few features not available in nord series,"Canvas AOD mood not available in this phone, battry performance also not good always getting some error over scree currently i am receiving this screen not available, previously i was facing frequently wifi disconnect issue, there are many more issue i can't write every issue, i was not expecting there issue in OnePlus phone.",Reviewed in India 🇮🇳 on 10 September 2022
1504,4.0,Nice,"Camera quality good, battery life is also good",Reviewed in India 🇮🇳 on 7 November 2022
1505,4.0,Camera,Now I use mobile last 10 it working good all future are good camera result also good it. This price rang worth it,Reviewed in India 🇮🇳 on 16 October 2022
1506,3.0,Okay type of product,Good product in this price segment,Reviewed in India 🇮🇳 on 17 January 2023
1507,4.0,Camera quality is very low quality.,Plz improve camera quality and flash light. Call recording function improve like as Samsung.,Reviewed in India 🇮🇳 on 26 October 2022
1508,4.0,"Camera quality is the best,  battery package is good","Mobile is stylish and friendly options, can say camera quality is far good",Reviewed in India 🇮🇳 on 30 October 2022
1509,5.0,Awesome,NYC .....light weight .excellent look,Reviewed in India 🇮🇳 on 11 February 2023
1510,4.0,Click is beautiful.,It can capture even the tiniest details of the pics clicked.,Reviewed in India 🇮🇳 on 30 October 2022
1511,4.0,Value for money,"Pros:1. One plus mobile in range of 25k2. Resolved some bugs that was in Nord 2.3. Sound is good and much loud.4. Charging is fast, just need 25-30 mins for 0-100%5. Display is much bright and full HD.6. Dedicated Sim Slot to extend ROM7. Performance is smooth even heavy games and applications is installed.Cons:1. Camera is not that good as expected from ONE+ , photos in dark are good but not satisfied. If we zoom images, pixels get scattered and image quality falls.2. Screen Lock fingerprint sometimes does not recognize quickly and shows wrong finger error.3. Android OS is still 11, It should be current OS.",Reviewed in India 🇮🇳 on 1 March 2022
1512,5.0,Good,Working fine at times gets hang,Reviewed in India 🇮🇳 on 8 February 2023
1513,4.0,It's very good budget friendly phone,"The camera, battery and overall phone is good",Reviewed in India 🇮🇳 on 2 November 2022
1514,4.0,Battery life is not expected from one plus,Battery life is poor. Rest is really good,Reviewed in India 🇮🇳 on 4 November 2022
1515,5.0,Really very nice product awesome 👍👍👍 i like OnePlus phone 📱,Really very nice product awesome,Reviewed in India 🇮🇳 on 8 February 2023
1516,5.0,Very nice,"फोन डिलीवरी के समय amazon ka courier boy फोन देने के समय 500/– रुपया लिया, क्यो की मेरा पुराना फोन exchange मे था, courier boy bolta hai की आपको इतना एक्स्ट्रा पे करना पड़ेगा। तभी मैं न्यू कोरियर डिलीवरी दूंगा",Reviewed in India 🇮🇳 on 1 January 2023
1517,2.0,Not good one,"Many issues, please don't buy such range",Reviewed in India 🇮🇳 on 27 April 2023
1518,4.0,Review,"I am happy to have this product , camera quality is good",Reviewed in India 🇮🇳 on 29 October 2022
1519,4.0,"Overall good performance, however ram consume more space even least app's install","Overall good performance, however ram consume more space even least app's install",Reviewed in India 🇮🇳 on 28 October 2022
1520,3.0,Average phone.,"Overpriced compared to quality.Average built quality.Configuration is just to show, even my old Motorola performs better than this Onplus.Company selling 12k value phone under their name to 19k.Better to go Samsung or Motorola phone of 13-15k than OnePlus of 19k.",13 December 2022
1521,4.0,amazing allrounder,camera needs to be improved,7 November 2022
1522,4.0,Budget phone,Finger print ok. Camera quality average. Better if Amoled display provided. Good OS. Ram ok.,27 October 2022
1523,5.0,Nice product,Oneplus to OnePlus ki quality dega.( As per performance)1.Processing Speed achi h. ..2.comera quality is good but not as I expected.3. Gaming achi or smooth h lag ni h pr screen recording me leg h toda or quality jyda achi nahi deta pr frame drop ni h.4.Battery life (with 2 hour gaming) subha se sham tak or (without gaming ek din se jyda)5. Looks good and feels comfortable but realme 9 Pro ke jesa hi lgta h phone. Bss Deference performance ka h.6. Feels like a brand because it's really a good brand.,23 October 2022
1524,4.0,"It's a decent phone in its class , more likely a non OnePlus in OnePlus shell","It's a decent phone in its class but you get better options in same price in the market . The wide angel camera is not that good. No zoom option in 64 mp camera mode. Didn't like the slow-motion video . Macro shot is not great to work with . Battery drains quite quickly in normal usage in a day. Speaker sound is not that good. Display lacks vivid colours as the Samsung display is way better in 15k budget phones if you ask me .Pros.1: 3.5mm jack port that was missing previously2: currently the cheapest OnePlus. so , it's affordable.3: decent camera in the class but not the best.",8 March 2022
1525,2.0,Not satisfactory,Strange arrangement to on off phone.. Highly inconvenient... Phone autostart when u off phone for charging,16 April 2023
1526,4.0,Oneplus Nord ce2 5g,There is only heating Ishu not much lettelOveral it is best mobile under 24999,25 October 2022
1527,4.0,Best Budget Mobile,I have been using this mobile from last 5 months i would say this is best budget phone in 25K. The best and important features of this 65W changer you don't need to worry about charging your mobile it's like blink and you will find your mobile charged in 30 minutes of time.,28 August 2022
1528,4.0,Awesome Phone,This phone is very good if you all want to buy then buy it.,29 October 2022
